key,tokenizer,technique,mcc,m_f1,w_f1,acc
294,ToktokTokenizer,LR,0.023889010483649567,0.3935925786253578,0.4280554862542992,0.5553481221172853
68,MWETokenizer,SGDC,-0.0020248353553587732,0.4672285389266522,0.458901147472655,0.4745607613469986
2,WhitespaceTokenizer,LR,-0.010745526791209877,0.38227770374237857,0.4162960605991308,0.5474011713030746
336,TweetTokenizer,CNN,0.0,0.35692090395480225,0.3961955301092841,0.5550186690094443
494,NLTKWordTokenizer,GB,0.021374472906183047,0.3736867689204687,0.410916866587024,0.5560029282576867
16,MWETokenizer,LR,0.04681750960357007,0.4563718673882417,0.4860245533273837,0.5620424597364568
193,WhitespaceTokenizer,GB,0.02642436438545361,0.38851035544756174,0.4266848062015116,0.5599176389842141
505,SyllableTokenizer,CNN,0.0,0.3583759027655452,0.40033810524447605,0.5585449553877831
310,TreebankWordTokenizer,CNN,-0.0009037522835261953,0.3594963257694975,0.3956559184580726,0.5510652317153525
347,SyllableTokenizer,BNB,-0.012386278713810695,0.4407851012475552,0.4656924871707794,0.5342631232154623
107,SyllableTokenizer,CNN,0.014995178869151447,0.3558058941732897,0.3921885290492181,0.5514275256222547
239,MWETokenizer,LR,-0.0036958631828372963,0.3823389165534933,0.4149402410367769,0.5468771448181194
76,WhitespaceTokenizer,LR,0.010682202638015252,0.4019952414908774,0.4392527823148394,0.5571722717913521
388,TreebankWordTokenizer,CNN,0.0,0.35823525266051165,0.3999362594494577,0.5582033823852405
427,TreebankWordTokenizer,BNB,0.01809797077023804,0.5082034875369689,0.517982096037752,0.5211948166044367
476,MWETokenizer,GB,-0.019467019355042463,0.3690408565888349,0.4071904979370752,0.5515442690459849
205,TweetTokenizer,GB,0.2131325025578696,0.5559837284745638,0.5764935940152787,0.620178448867536
16,ToktokTokenizer,KNN,0.015166621204171518,0.4767592737307897,0.468938869710148,0.4846266471449488
368,SyllableTokenizer,BiLSTM,0.0,0.3611330351661843,0.4082761396882215,0.5652711050102951
