key,tokenizer,technique,mcc,m_f1,w_f1,acc
58.0,MWETokenizer,KNN,0.0331171789706107,0.5138961038961041,0.8233960709341419,0.8071065989847716
163.0,TreebankWordTokenizer,KNN,-0.03955386338160611,0.4788174023247985,0.8028459527217858,0.7880710659898477
162.0,MWETokenizer,SGDC,0.006894468341194264,0.5003043831168832,0.8286042360241282,0.8096446700507615
131.0,NLTKWordTokenizer,LSTM,0.15914801870020728,0.5279175653007429,0.8766210385594606,0.9111675126903552
500.0,NLTKWordTokenizer,KNN,-0.0006450985154235683,0.4968388856480679,0.8130762099984802,0.7944162436548223
106.0,TreebankWordTokenizer,LSTM,0.0,0.4757152361942781,0.8632903397941849,0.9073604060913706
130.0,TreebankWordTokenizer,LSTM,0.11941190960024853,0.5002663554958017,0.8631684753559037,0.9048223350253808
151.0,ToktokTokenizer,LSTM,0.0,0.471495640509725,0.841272678371413,0.8921319796954315
285.0,SyllableTokenizer,GB,0.09710781495467033,0.4894316066148287,0.8470888183112474,0.8942857142857142
166.0,TweetTokenizer,CNN,0.3192403110051516,0.6497131094287493,0.9062410098809166,0.91751269035533
356.0,MWETokenizer,CNN,0.3492543041142277,0.6520424149674267,0.8895827089316292,0.9073604060913706
290.0,SyllableTokenizer,SGDC,0.12295675141437118,0.559297403171795,0.8345420574244735,0.8228571428571428
194.0,TweetTokenizer,BiLSTM,0.2906335022616056,0.6006756756756757,0.8819282480449994,0.9086294416243654
455.0,TweetTokenizer,LSTM,0.0,0.4718498659517426,0.8431022985533675,0.8934010152284264
72.0,SyllableTokenizer,LR,0.0,0.4752623688155922,0.860903833797387,0.9057142857142856
210.0,MWETokenizer,BNB,0.0,0.09529276693455796,0.0200743646080414,0.10532994923857868
325.0,TweetTokenizer,BNB,0.0,0.08265424912689172,0.014894547431495719,0.0901015228426396
462.0,WhitespaceTokenizer,BNB,0.0,0.091118800461361,0.018270013290475937,0.10025380710659898
88.0,NLTKWordTokenizer,CNN,0.0,0.4795244385733157,0.883590716761998,0.9213197969543148
248.0,SyllableTokenizer,BNB,0.0,0.08774978279756733,0.016881386785817715,0.0961904761904762
287.0,MWETokenizer,LSTM,0.4487109061516741,0.7233146067415731,0.9001525694404837,0.9035532994923858
180.0,MWETokenizer,CNN,0.16318464594896498,0.5474775318000402,0.8671198421086155,0.8984771573604061
347.0,MWETokenizer,BiLSTM,0.39650882882591454,0.6982217898027201,0.9054556837670736,0.9060913705583756
404.0,TweetTokenizer,BiLSTM,0.2177857956253672,0.5714876122941727,0.8765248549661846,0.9048223350253808
425.0,MWETokenizer,CNN,0.5036229682154572,0.7448068470969234,0.9128048415334812,0.9200507614213198
359.0,ToktokTokenizer,LR,0.0,0.4697173620457604,0.8321388799693927,0.8857868020304569
31.0,TreebankWordTokenizer,BiLSTM,0.4214996441906104,0.7106102577016705,0.9099446025989611,0.9111675126903552
487.0,NLTKWordTokenizer,LR,0.0,0.4732620320855615,0.8504302505496891,0.8984771573604061
482.0,ToktokTokenizer,KNN,0.010195147053452636,0.5025089134853644,0.7979170798790446,0.7804568527918782
335.0,MWETokenizer,CNN,0.0,0.48157894736842105,0.8947101255677264,0.9289340101522844
388.0,NLTKWordTokenizer,LSTM,0.4320407239267286,0.6974104207166343,0.9056439629701236,0.9187817258883249
386.0,SyllableTokenizer,LR,0.0,0.4745898359343738,0.8573702138890591,0.9032749428789032
418.0,MWETokenizer,BiLSTM,0.0,0.4697173620457604,0.8321388799693927,0.8857868020304569
508.0,TreebankWordTokenizer,GB,0.0708752014418071,0.4890162114146124,0.8657020080239796,0.9073604060913706
30.0,MWETokenizer,SGDC,-0.02063555847707443,0.4725568942436412,0.8503625330424914,0.8959390862944162
447.0,ToktokTokenizer,LSTM,0.22644501782534196,0.5895324320972343,0.8691990926781544,0.8934010152284264
389.0,WhitespaceTokenizer,CNN,0.0,0.4753661784287617,0.8614503842592279,0.9060913705583756
367.0,TweetTokenizer,CNN,0.0,0.4704301075268818,0.83578953113913,0.8883248730964467
351.0,ToktokTokenizer,GB,-0.027135157634354784,0.4750166555629581,0.8668451151009311,0.9048223350253808
365.0,MWETokenizer,LR,0.0,0.4732620320855615,0.8504302505496891,0.8984771573604061
212.0,ToktokTokenizer,BiLSTM,0.4834354714179569,0.7401885940662362,0.921053724536218,0.91751269035533
179.0,WhitespaceTokenizer,BiLSTM,0.5091873268665031,0.7531506783295983,0.9141896636736278,0.91751269035533
231.0,NLTKWordTokenizer,LR,0.0,0.4722036168787676,0.8449328677653076,0.8946700507614214
270.0,TweetTokenizer,CNN,0.0,0.4746666666666667,0.8577732656514383,0.9035532994923858
213.0,ToktokTokenizer,GB,0.07290167265694075,0.4906176122931442,0.8712270193565419,0.9111675126903552
458.0,SyllableTokenizer,LSTM,0.4707140540904505,0.7313314136843547,0.9207221731570998,0.9261233815689262
182.0,MWETokenizer,BiLSTM,0.39865960235485576,0.6915341144038594,0.9003470947744773,0.9098984771573604
310.0,WhitespaceTokenizer,BiLSTM,0.21909425503641766,0.5437808295315071,0.8682546504461153,0.9048223350253808
24.0,WhitespaceTokenizer,KNN,0.06012020667897566,0.5262056471764117,0.8230031557825147,0.8045685279187818
482.0,ToktokTokenizer,SGDC,0.01700919417540635,0.5084679142100316,0.8166902841954273,0.8147208121827412
322.0,SyllableTokenizer,BNB,0.0,0.08136482939632546,0.014413198350206225,0.08857142857142856
127.0,ToktokTokenizer,KNN,0.03412667353896616,0.5144536639764113,0.8094860256177896,0.7931472081218274
